		Temp	Hi	Low	Out		Wind		Wind	Hi	Hi	Wind	Heat		THSW			Rain	Solar	Solar	Hi Solar		UV 	Hi 	Heat	Cool	In 	In	In 	In 		Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Dew	Speed	Dir	Run	Speed	Dir	Chill	Index	THW	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	UV 	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	ET 	Samp	Tx 	Recept	Int.
06/08/25	10:30 a	23.9	24.0	23.8	93	22.7	0.0	SW	0.00	3.1	WSW	23.9	25.9	25.9	32.1	754.5	0.00	0.0	586	8.40	837	4.6	0.25	5.8	0.000	0.039	24.0	63	16.5	24.6	0.00	229	1	100.0	10
06/08/25	10:40 a	24.1	24.3	24.0	93	22.9	0.0	SW	0.00	2.7	SW	24.1	26.2	26.2	32.8	754.5	0.00	0.0	827	11.86	875	5.9	0.32	6.1	0.000	0.040	24.1	61	16.1	24.6	0.00	230	1	100.0	10
06/08/25	10:50 a	24.4	24.5	24.3	92	23.0	0.9	SW	0.54	4.9	SW	24.4	26.4	26.4	32.7	754.6	0.00	0.0	600	8.60	861	5.5	0.29	6.6	0.000	0.042	24.0	61	16.0	24.5	0.00	227	1	99.6	10
06/08/25	11:00 a	24.6	24.8	24.5	92	23.2	0.9	SW	0.54	4.5	WSW	24.6	26.8	26.8	33.5	754.6	0.00	0.0	885	12.69	905	5.3	0.28	6.6	0.000	0.044	24.1	61	16.1	24.6	0.33	226	1	99.1	10
06/08/25	11:10 a	24.9	24.9	24.8	92	23.5	0.9	SW	0.54	4.0	WSW	24.9	27.2	27.2	33.7	754.6	0.00	0.0	827	11.86	974	5.7	0.31	7.0	0.000	0.046	24.2	61	16.2	24.7	0.00	227	1	99.6	10
06/08/25	11:20 a	25.1	25.2	24.9	91	23.5	0.4	SW	0.27	4.9	SW	25.1	27.4	27.4	30.9	754.7	0.00	0.0	308	4.42	350	4.6	0.25	7.0	0.000	0.047	24.3	62	16.6	24.8	0.00	229	1	100.0	10
06/08/25	11:30 a	25.2	25.2	25.2	91	23.6	1.8	SW	1.07	5.4	SW	25.2	27.7	27.7	34.5	754.6	0.00	0.0	761	10.91	1137	6.5	0.35	8.0	0.000	0.048	24.4	60	16.1	24.8	0.00	230	1	100.0	10
06/08/25	11:40 a	25.3	25.3	25.2	90	23.6	1.8	SW	1.07	4.5	WSW	25.3	27.8	27.8	33.8	754.6	0.00	0.0	572	8.20	889	5.6	0.30	7.6	0.000	0.049	24.3	60	16.0	24.7	0.00	226	1	99.1	10
06/08/25	11:50 a	25.4	25.4	25.3	89	23.4	2.2	SW	1.34	5.4	WSW	25.4	27.8	27.8	34.0	754.9	0.00	0.0	920	13.19	974	7.3	0.39	8.2	0.000	0.049	24.3	60	16.1	24.7	0.00	222	1	97.4	10
06/08/25	12:00 p	25.5	25.6	25.4	90	23.7	2.2	SSW	1.34	4.0	SW	25.5	28.1	28.1	34.7	754.9	0.00	0.0	892	12.79	1074	7.0	0.38	8.5	0.000	0.050	24.5	60	16.2	24.9	0.43	225	1	98.7	10
06/08/25	12:10 p	25.6	25.7	25.6	89	23.7	1.8	SSW	1.07	3.6	SW	25.6	28.2	28.2	33.8	754.9	0.00	0.0	519	7.44	591	6.6	0.35	8.7	0.000	0.051	24.5	59	16.0	24.8	0.00	226	1	99.1	10
06/08/25	12:20 p	25.7	25.7	25.6	89	23.7	2.2	SSW	1.34	5.4	SW	25.7	28.3	28.3	33.1	754.9	0.00	0.0	429	6.15	573	5.4	0.29	7.5	0.000	0.051	24.4	59	15.9	24.7	0.00	224	1	98.2	10
06/08/25	12:30 p	25.7	25.7	25.6	89	23.7	2.2	SW	1.34	4.9	SW	25.7	28.3	28.3	35.2	754.7	0.00	0.0	876	12.56	946	7.7	0.41	9.1	0.000	0.051	24.5	60	16.2	24.9	0.00	230	1	100.0	10
06/08/25	12:40 p	25.8	25.9	25.7	88	23.7	2.2	SW	1.34	3.6	SSW	25.8	28.6	28.6	35.5	754.5	0.00	0.0	862	12.36	926	7.9	0.42	8.4	0.000	0.052	24.6	58	15.8	24.9	0.00	228	1	100.0	10
06/08/25	12:50 p	25.9	25.9	25.9	88	23.8	1.8	SSW	1.07	4.0	S	25.9	28.8	28.8	35.8	754.5	0.00	0.0	820	11.75	889	7.8	0.42	8.2	0.000	0.053	24.6	59	16.0	24.9	0.00	226	1	99.1	10
06/08/25	1:00 p	25.9	26.0	25.9	87	23.6	1.8	SW	1.07	4.9	WSW	25.9	28.7	28.7	35.7	754.2	0.00	0.0	852	12.21	900	8.1	0.43	8.4	0.000	0.053	24.7	59	16.1	25.1	0.48	220	1	96.5	10
06/08/25	1:10 p	26.1	26.2	26.0	87	23.8	1.8	SW	1.07	4.5	SW	26.1	28.9	28.9	35.9	754.1	0.00	0.0	870	12.47	932	8.2	0.44	8.6	0.000	0.054	24.7	58	15.8	25.0	0.00	221	1	96.9	10
06/08/25	1:20 p	26.3	26.3	26.2	86	23.7	2.2	SW	1.34	4.5	SSW	26.3	29.2	29.2	36.1	754.1	0.00	0.0	891	12.77	925	8.3	0.44	8.5	0.000	0.055	24.7	59	16.1	25.1	0.00	220	1	96.5	10
06/08/25	1:30 p	26.3	26.5	26.3	85	23.6	1.8	SW	1.07	4.5	SW	26.3	29.2	29.2	36.0	754.2	0.00	0.0	904	12.96	940	8.3	0.44	8.6	0.000	0.056	24.8	58	16.0	25.2	0.00	221	1	96.9	10
06/08/25	1:40 p	26.6	26.7	26.5	85	23.8	1.8	SW	1.07	4.5	WSW	26.6	29.6	29.6	36.5	754.0	0.00	0.0	777	11.14	935	6.8	0.36	8.2	0.000	0.057	24.8	58	16.0	25.1	0.00	223	1	97.8	10
06/08/25	1:50 p	26.7	26.8	26.7	85	24.0	1.3	SSW	0.80	4.0	SW	26.7	29.9	29.9	36.8	753.9	0.00	0.0	875	12.54	974	7.2	0.39	8.5	0.000	0.058	24.8	58	16.0	25.1	0.00	225	1	98.7	10
06/08/25	2:00 p	26.9	26.9	26.8	84	24.0	1.8	SSW	1.07	3.6	SW	26.9	30.1	30.1	36.7	753.8	0.00	0.0	921	13.20	977	7.7	0.41	8.4	0.000	0.059	24.9	57	15.8	25.2	0.53	229	1	100.0	10
06/08/25	2:10 p	26.9	27.0	26.9	83	23.8	1.3	SSW	0.80	3.6	SW	26.9	30.1	30.1	37.1	753.8	0.00	0.0	826	11.84	991	7.2	0.39	8.3	0.000	0.060	24.8	57	15.7	25.1	0.00	227	1	99.6	10
06/08/25	2:20 p	27.0	27.0	26.9	83	23.9	1.3	E	0.80	4.0	ESE	27.0	30.2	30.2	37.0	753.5	0.00	0.0	874	12.53	944	7.4	0.40	7.9	0.000	0.060	24.9	57	15.8	25.2	0.00	223	1	97.8	10
06/08/25	2:30 p	27.2	27.3	27.0	83	24.0	1.3	SSW	0.80	4.0	SW	27.2	30.6	30.6	37.5	753.4	0.00	0.0	844	12.10	983	6.8	0.36	8.0	0.000	0.061	24.8	57	15.7	25.1	0.00	219	1	96.1	10
06/08/25	2:40 p	27.3	27.4	27.3	82	24.0	1.8	SW	1.07	3.1	SSW	27.3	30.8	30.8	36.9	753.4	0.00	0.0	593	8.50	1160	6.0	0.32	8.0	0.000	0.062	24.8	57	15.7	25.1	0.00	221	1	96.9	10
06/08/25	2:50 p	27.4	27.5	27.4	82	24.1	1.3	WSW	0.80	2.7	SW	27.4	31.1	31.1	37.1	753.3	0.00	0.0	576	8.26	642	5.5	0.29	7.0	0.000	0.063	24.9	56	15.5	25.1	0.00	226	1	99.1	10
06/08/25	3:00 p	27.6	27.6	27.4	82	24.2	1.3	SW	0.80	2.7	SW	27.6	31.4	31.4	37.9	753.1	0.00	0.0	662	9.49	803	5.6	0.30	6.5	0.000	0.064	24.8	57	15.7	25.1	0.48	218	1	95.6	10
06/08/25	3:10 p	27.6	27.6	27.5	82	24.2	1.8	SW	1.07	4.0	SW	27.6	31.4	31.4	36.7	753.1	0.00	0.0	478	6.85	684	4.0	0.21	4.9	0.000	0.064	24.8	56	15.5	25.1	0.00	218	1	95.6	10
06/08/25	3:20 p	27.4	27.5	27.4	82	24.1	1.8	SW	1.07	4.0	SW	27.4	31.1	31.1	35.4	753.0	0.00	0.0	380	5.45	457	3.8	0.20	4.2	0.000	0.063	24.7	57	15.6	25.0	0.00	223	1	97.8	10
06/08/25	3:30 p	27.5	27.5	27.4	82	24.2	1.8	SW	1.07	2.7	SW	27.5	31.3	31.3	33.9	752.9	0.00	0.0	229	3.28	290	2.9	0.16	4.7	0.000	0.064	24.8	56	15.5	25.1	0.00	221	1	96.9	10
06/08/25	3:40 p	27.6	27.6	27.5	82	24.2	0.4	SW	0.27	1.3	SSW	27.6	31.4	31.4	31.9	753.1	0.00	0.0	81	1.16	155	0.8	0.04	1.7	0.000	0.064	24.7	57	15.6	24.9	0.00	220	1	96.5	10
06/08/25	3:50 p	27.6	27.6	27.4	82	24.2	0.9	NNE	0.54	1.8	NNE	27.6	31.4	31.4	31.2	753.1	0.76	31.2	26	0.37	44	0.0	0.00	0.0	0.000	0.064	24.7	57	15.6	25.0	0.00	229	1	100.0	10
06/08/25	4:00 p	26.6	27.4	25.5	82	23.3	2.2	SE	1.34	7.2	NE	26.6	29.3	29.3	30.7	753.3	11.94	187.5	138	1.98	809	1.5	0.08	5.4	0.000	0.057	24.6	57	15.5	24.9	0.18	226	1	99.1	10
06/08/25	4:10 p	24.7	25.4	24.3	84	21.8	1.3	SSW	0.80	4.9	N	24.7	26.6	26.6	33.1	753.1	0.76	99.6	631	9.05	823	4.5	0.24	5.6	0.000	0.044	24.6	57	15.5	24.9	0.00	222	1	97.4	10
06/08/25	4:20 p	24.3	24.3	24.2	85	21.6	0.0	SSW	0.00	0.4	SSW	24.3	26.0	26.0	31.2	752.9	0.00	0.0	446	6.39	522	3.3	0.18	3.9	0.000	0.041	24.9	56	15.5	25.1	0.00	218	1	95.6	10
06/08/25	4:30 p	24.3	24.3	24.2	85	21.6	0.9	SW	0.54	2.2	WSW	24.3	26.0	26.0	31.2	753.2	0.00	0.0	432	6.19	559	3.0	0.16	3.3	0.000	0.041	24.8	56	15.4	25.0	0.00	221	1	96.9	10
06/08/25	4:40 p	24.4	24.6	24.3	86	21.9	0.4	SW	0.27	1.3	SW	24.4	26.2	26.2	31.7	753.2	0.00	0.0	450	6.45	582	3.2	0.17	4.0	0.000	0.042	24.8	56	15.4	25.0	0.00	224	1	98.2	10
06/08/25	4:50 p	24.7	24.8	24.6	87	22.4	0.0	WSW	0.00	0.4	WSW	24.7	26.6	26.6	31.1	753.2	0.00	0.0	341	4.89	547	2.7	0.14	3.5	0.000	0.044	24.8	55	15.2	25.0	0.00	228	1	100.0	10
06/08/25	5:00 p	24.9	25.1	24.8	87	22.6	0.0	---	0.00	0.0	---	24.9	27.0	27.0	31.4	753.3	0.00	0.0	322	4.62	418	2.1	0.11	2.3	0.000	0.046	24.6	56	15.2	24.8	0.28	224	1	98.2	10
06/08/25	5:10 p	25.1	25.2	25.1	87	22.8	0.4	WSW	0.27	1.3	WSW	25.1	27.3	27.3	31.8	753.1	0.00	0.0	321	4.60	466	2.0	0.11	2.3	0.000	0.047	24.6	56	15.2	24.8	0.00	227	1	99.6	10
06/08/25	5:20 p	25.1	25.1	25.0	87	22.7	0.0	SSW	0.00	1.3	N	25.1	27.2	27.2	32.8	753.1	0.00	0.0	404	5.79	531	2.3	0.12	2.6	0.000	0.047	24.7	56	15.3	24.9	0.00	230	1	100.0	10
06/08/25	5:30 p	25.3	25.4	25.1	88	23.1	0.9	W	0.54	2.7	W	25.3	27.6	27.6	32.1	753.0	0.00	0.0	293	4.20	404	1.8	0.10	2.0	0.000	0.048	24.5	56	15.1	24.7	0.00	232	1	100.0	10
06/08/25	5:40 p	25.5	25.5	25.4	88	23.4	0.4	ESE	0.27	2.7	E	25.5	28.0	28.0	31.0	753.0	0.00	0.0	189	2.71	234	1.3	0.07	1.5	0.000	0.050	24.5	57	15.4	24.8	0.00	225	1	98.7	10
06/08/25	5:50 p	25.6	25.7	25.5	88	23.4	0.4	WSW	0.27	1.8	S	25.6	28.1	28.1	32.4	752.7	0.00	0.0	266	3.81	406	1.4	0.08	1.6	0.000	0.050	24.6	56	15.2	24.8	0.00	225	1	98.7	10
06/08/25	6:00 p	25.6	25.7	25.6	89	23.7	0.4	SE	0.27	1.8	SW	25.6	28.2	28.2	32.3	752.7	0.00	0.0	236	3.38	290	1.2	0.06	1.4	0.000	0.051	24.4	57	15.3	24.7	0.18	229	1	100.0	10
06/08/25	6:10 p	25.7	25.7	25.6	89	23.7	0.4	SW	0.27	1.8	SW	25.7	28.3	28.3	31.8	752.6	0.00	0.0	193	2.77	227	1.1	0.06	1.1	0.000	0.051	24.4	57	15.4	24.7	0.00	227	1	99.6	10
06/08/25	6:20 p	25.6	25.7	25.6	89	23.7	0.9	SSW	0.54	3.6	WSW	25.6	28.2	28.2	32.4	752.6	0.00	0.0	229	3.28	374	1.1	0.06	1.2	0.000	0.051	24.5	57	15.4	24.8	0.00	221	1	96.9	10
06/08/25	6:30 p	25.6	25.6	25.6	89	23.6	0.9	SSW	0.54	1.3	WNW	25.6	28.2	28.2	31.3	752.7	0.00	0.0	166	2.38	214	0.8	0.04	1.0	0.000	0.050	24.4	57	15.3	24.7	0.00	227	1	99.6	10
06/08/25	6:40 p	25.5	25.6	25.5	89	23.6	0.9	S	0.54	4.0	W	25.5	28.1	28.1	31.3	752.9	0.00	0.0	164	2.35	211	0.7	0.04	0.7	0.000	0.050	24.3	57	15.3	24.6	0.00	225	1	98.7	10
06/08/25	6:50 p	25.5	25.6	25.5	89	23.6	0.4	SSW	0.27	2.2	NNW	25.5	28.1	28.1	30.8	752.9	0.00	0.0	138	1.98	204	0.5	0.03	0.7	0.000	0.050	24.4	57	15.3	24.7	0.00	226	1	99.1	10
06/08/25	7:00 p	25.4	25.6	25.3	89	23.5	0.9	SW	0.54	3.1	SW	25.4	27.9	27.9	29.2	753.1	0.00	0.0	71	1.02	84	0.0	0.00	0.0	0.000	0.049	24.3	57	15.2	24.6	0.10	220	1	96.5	10
06/08/25	7:10 p	25.2	25.3	25.2	89	23.3	0.9	SW	0.54	2.2	WSW	25.2	27.6	27.6	28.6	753.3	0.00	0.0	61	0.87	72	0.0	0.00	0.0	0.000	0.048	24.2	58	15.4	24.6	0.00	227	1	99.6	10
06/08/25	7:20 p	25.1	25.2	25.0	89	23.2	0.9	SW	0.54	2.2	WSW	25.1	27.4	27.4	28.1	753.2	0.00	0.0	45	0.65	54	0.0	0.00	0.0	0.000	0.047	24.3	58	15.5	24.7	0.00	231	1	100.0	10
06/08/25	7:30 p	24.9	25.0	24.9	89	23.0	0.4	SSW	0.27	1.3	NNW	24.9	27.1	27.1	26.8	753.3	0.00	0.0	39	0.56	44	0.0	0.00	0.0	0.000	0.046	24.3	57	15.2	24.6	0.00	228	1	100.0	10
06/08/25	7:40 p	25.0	25.0	24.9	89	23.1	0.9	N	0.54	1.8	N	25.0	27.2	27.2	26.6	753.3	0.00	0.0	17	0.24	26	0.0	0.00	0.0	0.000	0.046	24.2	58	15.4	24.5	0.00	223	1	97.8	10
06/08/25	7:50 p	24.8	24.9	24.7	89	22.9	0.4	NNW	0.27	1.8	NNW	24.8	26.9	26.9	26.4	753.4	0.00	0.0	22	0.32	25	0.0	0.00	0.0	0.000	0.045	24.2	59	15.6	24.6	0.00	228	1	100.0	10
06/08/25	8:00 p	24.6	24.7	24.4	90	22.8	0.4	SSE	0.27	2.2	SSW	24.6	26.6	26.6	26.0	753.3	0.00	0.0	21	0.30	23	0.0	0.00	0.0	0.000	0.043	24.3	58	15.5	24.6	0.03	231	1	100.0	10
06/08/25	8:10 p	24.4	24.4	24.4	90	22.6	0.0	S	0.00	0.4	S	24.4	26.3	26.3	25.6	753.4	0.00	0.0	11	0.16	14	0.0	0.00	0.0	0.000	0.042	24.2	57	15.1	24.5	0.00	223	1	97.8	10
06/08/25	8:20 p	24.4	24.4	24.3	90	22.6	0.0	---	0.00	0.0	---	24.4	26.3	26.3	25.5	753.2	0.00	0.0	2	0.03	7	0.0	0.00	0.0	0.000	0.042	24.1	58	15.3	24.4	0.00	224	1	98.2	10
06/08/25	8:30 p	24.2	24.3	24.2	90	22.5	0.0	NW	0.00	1.8	NW	24.2	26.2	26.2	25.3	753.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.041	24.1	58	15.3	24.4	0.00	228	1	100.0	10
06/08/25	8:40 p	24.2	24.2	24.1	90	22.4	0.0	NNW	0.00	1.3	SW	24.2	26.1	26.1	25.2	753.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.041	24.2	58	15.4	24.5	0.00	230	1	100.0	10
06/08/25	8:50 p	24.1	24.1	24.1	90	22.3	0.0	---	0.00	0.0	---	24.1	25.9	25.9	25.1	753.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.040	24.2	58	15.4	24.6	0.00	230	1	100.0	10
06/08/25	9:00 p	24.1	24.1	24.0	90	22.3	0.0	---	0.00	0.0	---	24.1	25.9	25.9	25.1	753.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.040	24.1	58	15.3	24.4	0.00	224	1	98.2	10
06/08/25	9:10 p	24.0	24.0	23.9	90	22.3	0.0	---	0.00	0.0	---	24.0	25.9	25.9	25.1	753.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.039	23.9	58	15.2	24.3	0.00	227	1	99.6	10
06/08/25	9:20 p	23.9	24.0	23.9	91	22.4	0.0	---	0.00	0.0	---	23.9	25.9	25.9	25.1	753.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.039	24.0	59	15.5	24.4	0.00	226	1	99.1	10
06/08/25	9:30 p	23.9	23.9	23.9	91	22.3	0.0	---	0.00	0.0	---	23.9	25.8	25.8	25.0	753.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.039	24.1	59	15.5	24.5	0.00	223	1	97.8	10
06/08/25	9:40 p	23.9	23.9	23.8	91	22.3	0.0	---	0.00	0.0	---	23.9	25.8	25.8	25.0	753.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.039	24.2	60	15.9	24.6	0.00	223	1	97.8	10
06/08/25	9:50 p	23.8	23.9	23.8	91	22.3	0.0	NE	0.00	1.3	WNW	23.8	25.7	25.7	24.9	754.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.038	24.2	58	15.4	24.5	0.00	227	1	99.6	10
06/08/25	10:00 p	23.8	23.8	23.8	91	22.3	0.0	---	0.00	0.0	---	23.8	25.7	25.7	24.9	754.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.038	23.9	59	15.4	24.4	0.00	230	1	100.0	10
06/08/25	10:10 p	23.8	23.8	23.8	91	22.2	0.0	---	0.00	0.0	---	23.8	25.6	25.6	24.7	753.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.038	23.9	59	15.4	24.3	0.00	226	1	99.1	10
06/08/25	10:20 p	23.8	23.8	23.8	91	22.2	0.0	WNW	0.00	1.3	WNW	23.8	25.6	25.6	24.7	754.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.038	23.9	59	15.4	24.4	0.00	224	1	98.2	10
06/08/25	10:30 p	23.8	23.8	23.7	91	22.2	0.0	NE	0.00	1.8	NE	23.8	25.6	25.6	24.7	754.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.038	24.0	59	15.5	24.4	0.00	231	1	100.0	10
06/08/25	10:40 p	23.7	23.8	23.7	91	22.2	0.0	WNW	0.00	1.8	W	23.7	25.5	25.5	24.6	754.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.037	24.1	60	15.8	24.5	0.00	232	1	100.0	10
06/08/25	10:50 p	23.7	23.7	23.6	91	22.1	0.0	WNW	0.00	1.8	NW	23.7	25.4	25.4	24.5	754.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.037	24.1	58	15.3	24.4	0.00	229	1	100.0	10
06/08/25	11:00 p	23.7	23.7	23.6	91	22.1	1.3	N	0.80	4.9	NNW	23.7	25.4	25.4	24.5	754.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.037	23.9	59	15.4	24.3	0.00	224	1	98.2	10
06/08/25	11:10 p	23.4	23.6	23.2	91	21.8	1.8	NNW	1.07	4.9	N	23.4	24.8	24.8	23.9	755.0	3.56	89.7	0	0.00	0	0.0	0.00	0.0	0.000	0.035	23.8	59	15.3	24.3	0.00	230	1	100.0	10
06/08/25	11:20 p	23.0	23.2	22.7	91	21.5	1.8	SSW	1.07	6.3	SW	23.0	24.4	24.4	23.5	754.5	5.84	166.4	0	0.00	0	0.0	0.00	0.0	0.000	0.032	23.9	59	15.4	24.3	0.00	217	1	95.2	10
06/08/25	11:30 p	22.7	22.7	22.6	91	21.1	0.9	NNW	0.54	3.1	NW	22.7	24.1	24.1	23.2	754.5	0.25	5.6	0	0.00	0	0.0	0.00	0.0	0.000	0.030	23.9	60	15.7	24.4	0.00	226	1	99.1	10
06/08/25	11:40 p	22.6	22.6	22.5	91	21.0	0.0	---	0.00	0.0	---	22.6	23.9	23.9	23.0	754.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.029	24.0	61	16.0	24.5	0.00	224	1	98.2	10
06/08/25	11:50 p	22.4	22.5	22.4	91	20.9	0.0	---	0.00	0.0	---	22.4	23.8	23.8	22.8	754.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.029	24.0	59	15.5	24.4	0.00	231	1	100.0	10
06/09/25	12:00 a	22.3	22.4	22.2	92	20.9	0.0	W	0.00	0.9	W	22.3	23.7	23.7	22.7	754.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.027	23.8	59	15.3	24.3	0.00	227	1	99.6	10
06/09/25	12:10 a	22.2	22.3	22.2	92	20.9	0.0	NW	0.00	1.8	N	22.2	23.6	23.6	22.6	754.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.027	23.8	59	15.3	24.2	0.00	231	1	100.0	10
06/09/25	12:20 a	22.2	22.3	22.2	92	20.9	0.0	---	0.00	0.0	---	22.2	23.6	23.6	22.6	754.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.027	23.8	60	15.5	24.3	0.00	225	1	98.7	10
06/09/25	12:30 a	22.2	22.2	22.2	92	20.8	0.0	---	0.00	0.0	---	22.2	23.5	23.5	22.6	755.0	0.25	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.027	23.8	60	15.6	24.3	0.00	230	1	100.0	10
06/09/25	12:40 a	22.2	22.2	22.1	92	20.8	0.0	---	0.00	0.0	---	22.2	23.5	23.5	22.6	754.9	1.52	58.7	0	0.00	0	0.0	0.00	0.0	0.000	0.027	23.8	61	15.9	24.4	0.00	226	1	99.1	10
06/09/25	12:50 a	22.2	22.3	22.2	92	20.9	0.4	WSW	0.27	3.1	SW	22.2	23.6	23.6	22.6	754.6	1.02	33.5	0	0.00	0	0.0	0.00	0.0	0.000	0.027	23.9	61	15.9	24.4	0.00	227	1	99.6	10
06/09/25	1:00 a	22.2	22.3	22.2	92	20.9	0.0	---	0.00	0.0	---	22.2	23.6	23.6	22.6	754.6	0.00	1.0	0	0.00	0	0.0	0.00	0.0	0.000	0.027	23.9	60	15.7	24.4	0.00	225	1	98.7	10
06/09/25	1:10 a	22.3	22.3	22.2	92	20.9	0.4	SW	0.27	3.1	SSW	22.3	23.7	23.7	22.7	754.3	0.25	1.0	0	0.00	0	0.0	0.00	0.0	0.000	0.027	23.8	60	15.5	24.3	0.00	222	1	97.4	10
06/09/25	1:20 a	22.4	22.4	22.3	92	21.0	0.4	SW	0.27	3.1	SW	22.4	23.8	23.8	22.8	754.2	0.25	1.5	0	0.00	0	0.0	0.00	0.0	0.000	0.028	23.7	60	15.4	24.1	0.00	227	1	99.6	10
06/09/25	1:30 a	22.4	22.5	22.4	92	21.1	1.8	SSW	1.07	4.5	SW	22.4	23.8	23.8	22.9	754.3	0.00	1.0	0	0.00	0	0.0	0.00	0.0	0.000	0.029	23.7	60	15.4	24.1	0.00	217	1	95.2	10
06/09/25	1:40 a	22.4	22.4	22.4	92	21.1	0.4	SSW	0.27	2.7	SSW	22.4	23.8	23.8	22.9	754.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.029	23.7	61	15.8	24.2	0.00	218	1	95.6	10
06/09/25	1:50 a	22.5	22.6	22.4	92	21.1	0.0	---	0.00	0.0	---	22.5	23.9	23.9	23.0	754.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.029	23.7	61	15.8	24.2	0.00	226	1	99.1	10
06/09/25	2:00 a	22.5	22.6	22.4	93	21.3	0.4	SSW	0.27	4.0	SW	22.5	23.9	23.9	23.1	755.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.029	23.8	61	15.8	24.3	0.00	225	1	98.7	10
06/09/25	2:10 a	22.4	22.5	22.4	93	21.3	0.4	SSW	0.27	2.7	SSW	22.4	23.9	23.9	23.0	755.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.029	23.8	61	15.9	24.4	0.00	228	1	100.0	10
06/09/25	2:20 a	22.3	22.4	22.2	92	20.9	0.0	---	0.00	0.0	---	22.3	23.7	23.7	22.7	755.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.027	23.8	62	16.1	24.4	0.00	227	1	99.6	10
06/09/25	2:30 a	22.2	22.2	22.1	93	21.0	0.0	---	0.00	0.0	---	22.2	23.6	23.6	22.7	754.9	0.25	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.027	23.9	62	16.2	24.5	0.00	230	1	100.0	10
06/09/25	2:40 a	21.9	22.1	21.8	93	20.7	0.0	---	0.00	0.0	---	21.9	23.3	23.3	22.3	754.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.025	23.9	62	16.2	24.5	0.00	233	1	100.0	10
06/09/25	2:50 a	21.7	21.8	21.7	93	20.5	0.0	---	0.00	0.0	---	21.7	23.1	23.1	22.2	754.8	0.25	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.024	23.9	62	16.2	24.5	0.00	234	1	100.0	10
06/09/25	3:00 a	21.6	21.6	21.4	93	20.4	0.0	---	0.00	0.0	---	21.6	22.9	22.9	22.0	754.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.022	23.8	60	15.5	24.3	0.00	230	1	100.0	10
06/09/25	3:10 a	21.4	21.4	21.3	93	20.2	0.4	SSW	0.27	2.7	SSW	21.4	22.7	22.7	21.8	754.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.021	23.6	61	15.6	24.1	0.00	226	1	99.1	10
06/09/25	3:20 a	21.2	21.3	21.2	93	20.0	0.0	NNE	0.00	1.3	NNE	21.2	22.5	22.5	21.6	754.5	0.25	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.020	23.6	61	15.6	24.1	0.00	222	1	97.4	10
06/09/25	3:30 a	21.2	21.2	21.1	93	20.0	0.0	---	0.00	0.0	---	21.2	22.4	22.4	21.4	754.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.020	23.7	61	15.7	24.2	0.00	222	1	97.4	10
06/09/25	3:40 a	21.1	21.2	21.1	93	19.9	0.0	---	0.00	0.0	---	21.1	22.4	22.4	21.4	754.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.019	23.7	62	16.0	24.2	0.00	220	1	96.5	10
