		Temp	Hi	Low	Out		Wind		Wind	Hi	Hi	Wind	Heat		THSW			Rain	Solar	Solar	Hi Solar		UV 	Hi 	Heat	Cool	In 	In	In 	In 		Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Dew	Speed	Dir	Run	Speed	Dir	Chill	Index	THW	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	UV 	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	ET 	Samp	Tx 	Recept	Int.
06/07/25	5:00 p	28.5	28.7	28.3	70	22.5	0.4	NW	0.27	2.7	NE	28.5	31.8	31.8	35.9	753.7	0.00	0.0	306	4.39	619	2.1	0.11	3.1	0.000	0.071	24.8	54	14.8	24.9	0.23	225	1	98.7	10
06/07/25	5:10 p	28.3	28.3	28.2	71	22.5	0.0	NNE	0.00	1.3	N	28.3	31.4	31.4	32.5	753.6	0.00	0.0	101	1.45	135	1.3	0.07	1.7	0.000	0.069	24.8	54	14.8	24.9	0.00	227	1	99.6	10
06/07/25	5:20 p	28.1	28.2	28.1	72	22.6	0.0	N	0.00	1.3	N	28.1	31.2	31.2	32.3	753.6	0.00	0.0	96	1.38	107	1.0	0.05	1.1	0.000	0.068	24.6	55	15.0	24.8	0.00	228	1	100.0	10
06/07/25	5:30 p	28.0	28.1	27.9	73	22.7	0.0	NE	0.00	1.8	NW	28.0	31.1	31.1	31.9	753.6	0.00	0.0	76	1.09	83	0.8	0.04	0.9	0.000	0.067	24.7	54	14.7	24.8	0.00	225	1	98.7	10
06/07/25	5:40 p	27.7	27.9	27.4	74	22.6	0.0	N	0.00	0.9	N	27.7	30.4	30.4	32.3	753.7	0.00	0.0	132	1.89	251	0.9	0.05	1.4	0.000	0.065	24.4	55	14.8	24.6	0.00	229	1	100.0	10
06/07/25	5:50 p	27.4	27.4	27.3	75	22.6	0.0	N	0.00	1.3	N	27.4	30.0	30.0	32.7	753.8	0.00	0.0	171	2.45	487	1.1	0.06	1.9	0.000	0.063	24.4	55	14.8	24.6	0.00	230	1	100.0	10
06/07/25	6:00 p	27.2	27.3	27.0	76	22.6	0.9	N	0.54	5.8	NNE	27.2	29.8	29.8	30.8	753.9	0.00	0.0	78	1.12	98	0.5	0.03	0.7	0.000	0.062	24.5	55	14.9	24.7	0.08	230	1	100.0	10
06/07/25	6:10 p	26.8	27.0	26.6	77	22.4	0.9	N	0.54	4.9	NNW	26.8	29.1	29.1	30.9	754.0	0.00	0.0	116	1.66	142	0.8	0.04	0.9	0.000	0.059	24.3	55	14.7	24.5	0.00	223	1	97.8	10
06/07/25	6:20 p	26.3	26.6	26.1	78	22.2	0.9	NNW	0.54	4.0	NNW	26.3	28.4	28.4	29.1	753.9	0.00	0.0	61	0.87	83	0.5	0.03	0.8	0.000	0.056	24.4	55	14.8	24.6	0.00	228	1	100.0	10
06/07/25	6:30 p	26.0	26.1	25.9	79	22.1	0.4	N	0.27	2.2	NNW	26.0	28.0	28.0	28.7	754.0	0.00	0.0	55	0.79	58	0.3	0.02	0.6	0.000	0.053	24.3	55	14.7	24.5	0.00	231	1	100.0	10
06/07/25	6:40 p	25.9	25.9	25.8	79	22.0	0.4	N	0.27	3.1	N	25.9	27.8	27.8	28.3	754.1	0.00	0.0	45	0.65	51	0.0	0.00	0.0	0.000	0.052	24.2	55	14.6	24.4	0.00	230	1	100.0	10
06/07/25	6:50 p	25.6	25.8	25.5	80	21.9	0.4	N	0.27	2.7	NW	25.6	27.5	27.5	28.1	754.2	0.25	0.0	46	0.66	51	0.0	0.00	0.0	0.000	0.051	24.3	55	14.7	24.5	0.00	230	1	100.0	10
06/07/25	7:00 p	25.4	25.5	25.3	81	21.9	0.0	---	0.00	0.0	---	25.4	27.3	27.3	27.7	754.1	0.51	7.4	38	0.54	53	0.0	0.00	0.0	0.000	0.049	24.3	55	14.7	24.5	0.05	230	1	100.0	10
06/07/25	7:10 p	25.4	25.4	25.3	82	22.1	0.0	---	0.00	0.0	---	25.4	27.3	27.3	29.1	754.0	0.00	1.3	95	1.36	127	0.0	0.00	0.0	0.000	0.049	24.1	55	14.5	24.3	0.00	227	1	99.6	10
06/07/25	7:20 p	25.4	25.4	25.3	82	22.1	0.0	N	0.00	1.3	NNW	25.4	27.3	27.3	28.2	754.2	0.00	0.0	55	0.79	63	0.0	0.00	0.0	0.000	0.049	24.2	56	14.8	24.4	0.00	229	1	100.0	10
06/07/25	7:30 p	25.3	25.3	25.2	83	22.2	0.0	---	0.00	0.0	---	25.3	27.3	27.3	26.9	754.4	0.00	0.0	43	0.62	47	0.0	0.00	0.0	0.000	0.048	24.3	55	14.7	24.5	0.00	226	1	99.1	10
06/07/25	7:40 p	25.2	25.3	25.2	83	22.1	0.0	N	0.00	1.3	N	25.2	27.2	27.2	26.7	754.2	0.00	0.0	33	0.47	39	0.0	0.00	0.0	0.000	0.048	24.1	56	14.8	24.4	0.00	223	1	97.8	10
06/07/25	7:50 p	25.2	25.2	25.1	84	22.3	0.0	---	0.00	0.0	---	25.2	27.2	27.2	26.7	754.4	0.00	0.0	30	0.43	32	0.0	0.00	0.0	0.000	0.047	24.1	57	15.1	24.4	0.00	231	1	100.0	10
06/07/25	8:00 p	25.1	25.1	25.1	85	22.4	0.0	WSW	0.00	0.4	N	25.1	27.1	27.1	26.5	754.4	0.00	0.0	18	0.26	23	0.0	0.00	0.0	0.000	0.047	24.2	57	15.2	24.5	0.03	231	1	100.0	10
06/07/25	8:10 p	25.0	25.1	25.0	85	22.3	0.0	---	0.00	0.0	---	25.0	27.0	27.0	26.3	754.5	0.00	0.0	10	0.14	12	0.0	0.00	0.0	0.000	0.046	24.2	56	14.9	24.5	0.00	227	1	99.6	10
06/07/25	8:20 p	24.9	25.0	24.9	85	22.2	0.0	---	0.00	0.0	---	24.9	26.9	26.9	26.1	754.5	0.00	0.0	2	0.03	5	0.0	0.00	0.0	0.000	0.046	24.1	57	15.0	24.4	0.00	229	1	100.0	10
06/07/25	8:30 p	24.9	24.9	24.8	86	22.4	0.0	---	0.00	0.0	---	24.9	26.9	26.9	26.0	754.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.046	24.1	57	15.1	24.4	0.00	234	1	100.0	10
06/07/25	8:40 p	24.8	24.8	24.7	86	22.3	0.0	---	0.00	0.0	---	24.8	26.7	26.7	25.8	754.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.045	24.2	57	15.1	24.5	0.00	231	1	100.0	10
06/07/25	8:50 p	24.7	24.7	24.7	87	22.4	0.0	---	0.00	0.0	---	24.7	26.7	26.7	25.8	754.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.044	24.1	56	14.8	24.4	0.00	228	1	100.0	10
06/07/25	9:00 p	24.6	24.7	24.6	87	22.3	0.0	---	0.00	0.0	---	24.6	26.6	26.6	25.7	754.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.044	23.9	57	14.9	24.3	0.00	229	1	100.0	10
06/07/25	9:10 p	24.6	24.6	24.5	87	22.2	0.0	---	0.00	0.0	---	24.6	26.4	26.4	25.6	754.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.043	24.0	57	15.0	24.3	0.00	234	1	100.0	10
06/07/25	9:20 p	24.5	24.6	24.4	87	22.2	0.0	---	0.00	0.0	---	24.5	26.4	26.4	25.5	754.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.043	24.1	58	15.3	24.4	0.00	234	1	100.0	10
06/07/25	9:30 p	24.4	24.5	24.4	88	22.3	0.0	---	0.00	0.0	---	24.4	26.3	26.3	25.4	754.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.042	24.1	57	15.0	24.4	0.00	231	1	100.0	10
06/07/25	9:40 p	24.3	24.4	24.3	88	22.2	0.0	---	0.00	0.0	---	24.3	26.2	26.2	25.3	755.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.042	23.9	57	14.9	24.3	0.00	231	1	100.0	10
06/07/25	9:50 p	24.3	24.3	24.2	88	22.2	0.0	---	0.00	0.0	---	24.3	26.1	26.1	25.2	755.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.041	23.9	58	15.1	24.3	0.00	234	1	100.0	10
06/07/25	10:00 p	24.2	24.2	24.2	89	22.3	0.0	---	0.00	0.0	---	24.2	26.1	26.1	25.2	755.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.041	24.0	58	15.2	24.4	0.00	233	1	100.0	10
06/07/25	10:10 p	24.2	24.2	24.1	88	22.1	0.0	---	0.00	0.0	---	24.2	26.0	26.0	25.1	755.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.041	24.1	58	15.3	24.4	0.00	229	1	100.0	10
06/07/25	10:20 p	24.1	24.1	24.1	89	22.1	0.0	---	0.00	0.0	---	24.1	25.9	25.9	25.1	755.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.040	23.9	57	14.9	24.3	0.00	229	1	100.0	10
06/07/25	10:30 p	24.0	24.1	24.0	89	22.1	0.0	---	0.00	0.0	---	24.0	25.8	25.8	24.9	755.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.039	23.8	58	15.1	24.2	0.00	234	1	100.0	10
06/07/25	10:40 p	23.9	24.0	23.9	89	22.0	0.0	---	0.00	0.0	---	23.9	25.8	25.8	24.9	755.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.039	23.9	58	15.1	24.3	0.00	232	1	100.0	10
06/07/25	10:50 p	23.8	23.9	23.8	89	21.9	0.0	---	0.00	0.0	---	23.8	25.6	25.6	24.7	755.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.038	23.9	58	15.2	24.3	0.00	226	1	99.1	10
06/07/25	11:00 p	23.8	23.8	23.7	89	21.9	0.0	---	0.00	0.0	---	23.8	25.5	25.5	24.6	755.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.038	24.0	59	15.5	24.4	0.00	229	1	100.0	10
06/07/25	11:10 p	23.7	23.7	23.7	89	21.8	0.0	---	0.00	0.0	---	23.7	25.4	25.4	24.5	755.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.037	24.1	58	15.3	24.4	0.00	232	1	100.0	10
06/07/25	11:20 p	23.6	23.7	23.5	90	21.8	0.0	---	0.00	0.0	---	23.6	25.1	25.1	24.2	755.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.036	23.9	58	15.1	24.3	0.00	233	1	100.0	10
06/07/25	11:30 p	23.4	23.5	23.4	90	21.7	0.0	---	0.00	0.0	---	23.4	24.9	24.9	24.0	755.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.035	23.8	58	15.0	24.2	0.00	229	1	100.0	10
06/07/25	11:40 p	23.3	23.4	23.3	90	21.6	0.0	---	0.00	0.0	---	23.3	24.7	24.7	23.7	755.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.035	23.8	58	15.1	24.2	0.00	225	1	98.7	10
06/07/25	11:50 p	23.3	23.3	23.3	90	21.6	0.0	---	0.00	0.0	---	23.3	24.7	24.7	23.7	755.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.035	23.9	59	15.4	24.3	0.00	229	1	100.0	10
06/08/25	12:00 a	23.3	23.3	23.3	90	21.5	0.0	---	0.00	0.0	---	23.3	24.6	24.6	23.7	755.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.034	23.9	59	15.4	24.4	0.00	227	1	99.6	10
06/08/25	12:10 a	23.2	23.3	23.2	90	21.5	0.0	---	0.00	0.0	---	23.2	24.6	24.6	23.6	755.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.034	24.0	58	15.2	24.4	0.00	222	1	97.4	10
06/08/25	12:20 a	23.2	23.2	23.1	90	21.4	0.0	---	0.00	0.0	---	23.2	24.5	24.5	23.6	755.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.034	23.8	58	15.0	24.2	0.00	221	1	96.9	10
06/08/25	12:30 a	23.1	23.1	22.9	91	21.5	0.0	---	0.00	0.0	---	23.1	24.4	24.4	23.5	754.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.033	23.7	58	14.9	24.0	0.00	226	1	99.1	10
06/08/25	12:40 a	22.9	22.9	22.9	91	21.3	0.0	---	0.00	0.0	---	22.9	24.3	24.3	23.4	754.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.032	23.7	59	15.2	24.2	0.00	227	1	99.6	10
06/08/25	12:50 a	22.9	22.9	22.8	91	21.3	0.0	---	0.00	0.0	---	22.9	24.3	24.3	23.4	754.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.032	23.8	59	15.3	24.2	0.00	227	1	99.6	10
06/08/25	1:00 a	22.8	22.9	22.8	91	21.3	0.0	---	0.00	0.0	---	22.8	24.3	24.3	23.3	754.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.031	23.8	60	15.6	24.3	0.00	220	1	96.5	10
06/08/25	1:10 a	22.8	22.8	22.8	91	21.3	0.0	---	0.00	0.0	---	22.8	24.3	24.3	23.3	754.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.031	23.8	58	15.1	24.2	0.00	225	1	98.7	10
06/08/25	1:20 a	22.8	22.8	22.7	91	21.2	0.0	---	0.00	0.0	---	22.8	24.2	24.2	23.3	754.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.031	23.7	58	14.9	24.0	0.00	214	1	93.9	10
06/08/25	1:30 a	22.7	22.7	22.6	91	21.1	0.0	---	0.00	0.0	---	22.7	24.1	24.1	23.1	754.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.030	23.6	58	14.9	23.9	0.00	219	1	96.1	10
06/08/25	1:40 a	22.6	22.7	22.6	91	21.1	0.0	---	0.00	0.0	---	22.6	24.0	24.0	23.1	754.4	0.25	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.030	23.7	59	15.2	24.1	0.00	211	1	92.5	10
06/08/25	1:50 a	22.6	22.6	22.6	91	21.1	0.0	---	0.00	0.0	---	22.6	24.0	24.0	23.1	754.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.030	23.7	59	15.2	24.2	0.00	216	1	94.7	10
06/08/25	2:00 a	22.6	22.6	22.5	91	21.0	0.0	---	0.00	0.0	---	22.6	23.9	23.9	23.0	754.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.029	23.7	60	15.5	24.2	0.00	218	1	95.6	10
06/08/25	2:10 a	22.5	22.5	22.5	91	21.0	0.0	---	0.00	0.0	---	22.5	23.8	23.8	22.9	754.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.029	23.8	60	15.5	24.3	0.00	216	1	94.7	10
06/08/25	2:20 a	22.5	22.6	22.4	91	21.0	0.0	---	0.00	0.0	---	22.5	23.8	23.8	22.9	754.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.029	23.8	61	15.8	24.3	0.00	215	1	94.3	10
06/08/25	2:30 a	22.4	22.5	22.4	92	21.1	0.0	---	0.00	0.0	---	22.4	23.8	23.8	22.9	754.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.029	23.8	61	15.9	24.4	0.00	221	1	96.9	10
06/08/25	2:40 a	22.4	22.4	22.3	92	21.0	0.0	---	0.00	0.0	---	22.4	23.8	23.8	22.8	754.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.028	23.8	59	15.3	24.3	0.00	222	1	97.4	10
06/08/25	2:50 a	22.3	22.3	22.3	92	21.0	0.0	---	0.00	0.0	---	22.3	23.7	23.7	22.8	754.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.028	23.7	59	15.2	24.1	0.00	218	1	95.6	10
06/08/25	3:00 a	22.3	22.4	22.3	92	21.0	0.0	---	0.00	0.0	---	22.3	23.7	23.7	22.8	754.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.028	23.6	59	15.1	23.9	0.00	221	1	96.9	10
06/08/25	3:10 a	22.3	22.4	22.3	92	21.0	0.0	---	0.00	0.0	---	22.3	23.7	23.7	22.8	754.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.028	23.6	60	15.4	24.1	0.00	227	1	99.6	10
06/08/25	3:20 a	22.3	22.4	22.3	92	21.0	0.0	---	0.00	0.0	---	22.3	23.7	23.7	22.8	754.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.028	23.7	60	15.4	24.1	0.00	225	1	98.7	10
06/08/25	3:30 a	22.3	22.3	22.3	92	21.0	0.0	---	0.00	0.0	---	22.3	23.7	23.7	22.8	754.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.028	23.7	61	15.7	24.2	0.00	224	1	98.2	10
06/08/25	3:40 a	22.4	22.4	22.3	92	21.0	0.0	---	0.00	0.0	---	22.4	23.8	23.8	22.8	753.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.028	23.7	61	15.8	24.2	0.00	217	1	95.2	10
06/08/25	3:50 a	22.4	22.4	22.4	92	21.0	0.0	---	0.00	0.0	---	22.4	23.8	23.8	22.8	753.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.028	23.7	61	15.8	24.2	0.00	223	1	97.8	10
06/08/25	4:00 a	22.4	22.4	22.3	92	21.0	0.0	---	0.00	0.0	---	22.4	23.8	23.8	22.8	753.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.028	23.8	61	15.8	24.3	0.00	221	1	96.9	10
06/08/25	4:10 a	22.4	22.4	22.3	92	21.0	0.0	---	0.00	0.0	---	22.4	23.8	23.8	22.8	753.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.028	23.6	59	15.1	24.0	0.00	225	1	98.7	10
06/08/25	4:20 a	22.4	22.4	22.4	92	21.1	0.0	---	0.00	0.0	---	22.4	23.8	23.8	22.9	753.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.029	23.5	60	15.3	23.9	0.00	217	1	95.2	10
06/08/25	4:30 a	22.4	22.4	22.3	92	21.0	0.0	---	0.00	0.0	---	22.4	23.8	23.8	22.8	753.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.028	23.5	60	15.3	23.9	0.00	223	1	97.8	10
06/08/25	4:40 a	22.3	22.3	22.3	92	21.0	0.0	---	0.00	0.0	---	22.3	23.7	23.7	22.8	753.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.028	23.6	60	15.3	24.0	0.00	223	1	97.8	10
06/08/25	4:50 a	22.3	22.3	22.3	92	21.0	0.0	---	0.00	0.0	---	22.3	23.7	23.7	22.8	753.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.028	23.6	60	15.3	24.0	0.00	221	1	96.9	10
06/08/25	5:00 a	22.3	22.3	22.3	92	20.9	0.0	---	0.00	0.0	---	22.3	23.7	23.7	22.7	753.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.027	23.6	61	15.6	24.1	0.00	218	1	95.6	10
06/08/25	5:10 a	22.3	22.3	22.3	93	21.1	0.0	---	0.00	0.0	---	22.3	23.8	23.8	22.8	753.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.028	23.6	61	15.6	24.1	0.00	222	1	97.4	10
06/08/25	5:20 a	22.3	22.3	22.3	93	21.1	0.0	---	0.00	0.0	---	22.3	23.8	23.8	22.8	753.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.028	23.7	61	15.7	24.2	0.00	223	1	97.8	10
06/08/25	5:30 a	22.3	22.3	22.3	93	21.1	0.0	---	0.00	0.0	---	22.3	23.8	23.8	22.8	753.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.028	23.7	61	15.7	24.2	0.00	222	1	97.4	10
06/08/25	5:40 a	22.3	22.4	22.3	93	21.1	0.0	---	0.00	0.0	---	22.3	23.8	23.8	22.8	753.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.028	23.7	62	16.0	24.2	0.00	215	1	94.3	10
06/08/25	5:50 a	22.3	22.3	22.2	93	21.1	0.0	---	0.00	0.0	---	22.3	23.7	23.7	22.8	753.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.027	23.7	62	16.0	24.2	0.00	223	1	97.8	10
06/08/25	6:00 a	22.2	22.3	22.2	93	21.0	0.0	---	0.00	0.0	---	22.2	23.7	23.7	22.7	753.8	0.00	0.0	2	0.03	5	0.0	0.00	0.0	0.000	0.027	23.7	63	16.3	24.3	0.00	223	1	97.8	10
06/08/25	6:10 a	22.3	22.3	22.2	93	21.1	0.0	---	0.00	0.0	---	22.3	23.7	23.7	22.8	754.0	0.00	0.0	4	0.06	5	0.0	0.00	0.0	0.000	0.027	23.7	63	16.3	24.3	0.00	223	1	97.8	10
06/08/25	6:20 a	22.3	22.4	22.3	93	21.1	0.0	---	0.00	0.0	---	22.3	23.8	23.8	22.9	754.0	0.00	0.0	1	0.01	5	0.0	0.00	0.0	0.000	0.028	23.7	60	15.5	24.2	0.00	221	1	96.9	10
06/08/25	6:30 a	22.4	22.4	22.3	93	21.2	0.0	---	0.00	0.0	---	22.4	23.8	23.8	22.9	754.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.028	23.5	60	15.3	23.9	0.00	221	1	96.9	10
06/08/25	6:40 a	22.4	22.4	22.3	93	21.2	0.0	---	0.00	0.0	---	22.4	23.8	23.8	22.9	754.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.028	23.4	61	15.5	23.9	0.00	224	1	98.2	10
06/08/25	6:50 a	22.4	22.4	22.4	93	21.2	0.0	---	0.00	0.0	---	22.4	23.8	23.8	22.9	754.9	0.51	7.1	3	0.04	5	0.0	0.00	0.0	0.000	0.028	23.5	61	15.5	24.0	0.00	224	1	98.2	10
06/08/25	7:00 a	22.6	22.6	22.4	93	21.4	0.0	---	0.00	0.0	---	22.6	24.0	24.0	23.2	755.0	1.27	14.5	9	0.13	11	0.0	0.00	0.0	0.000	0.029	23.5	61	15.5	24.0	0.00	219	1	96.1	10
06/08/25	7:10 a	22.6	22.7	22.6	93	21.4	0.0	---	0.00	0.0	---	22.6	24.1	24.1	23.8	755.1	0.25	4.3	15	0.22	16	0.0	0.00	0.0	0.000	0.030	23.6	61	15.6	24.1	0.00	223	1	97.8	10
06/08/25	7:20 a	22.7	22.7	22.6	93	21.5	0.0	---	0.00	0.0	---	22.7	24.2	24.2	24.1	754.6	0.25	2.0	23	0.33	33	0.0	0.00	0.0	0.000	0.030	23.6	62	15.8	24.1	0.00	230	1	100.0	10
06/08/25	7:30 a	22.7	22.8	22.7	93	21.5	0.0	---	0.00	0.0	---	22.7	24.2	24.2	24.8	754.3	0.25	2.0	48	0.69	54	0.0	0.00	0.0	0.000	0.030	23.6	62	15.9	24.2	0.00	227	1	99.6	10
06/08/25	7:40 a	22.8	22.9	22.8	93	21.6	0.0	---	0.00	0.0	---	22.8	24.3	24.3	25.5	754.0	0.00	1.0	73	1.05	84	0.5	0.03	0.7	0.000	0.031	23.7	62	16.0	24.2	0.00	224	1	98.2	10
06/08/25	7:50 a	22.8	22.9	22.8	93	21.6	0.0	---	0.00	0.0	---	22.8	24.3	24.3	26.6	754.3	0.00	0.0	123	1.76	146	0.8	0.04	0.8	0.000	0.031	23.7	63	16.2	24.3	0.00	229	1	100.0	10
06/08/25	8:00 a	22.8	22.9	22.8	93	21.6	0.0	---	0.00	0.0	---	22.8	24.3	24.3	26.1	754.4	0.00	0.0	106	1.52	135	0.6	0.03	0.7	0.000	0.031	23.7	64	16.5	24.4	0.05	230	1	100.0	10
06/08/25	8:10 a	22.9	22.9	22.8	93	21.7	0.0	---	0.00	0.0	---	22.9	24.4	24.4	25.6	754.4	0.00	0.0	83	1.19	97	0.5	0.03	0.6	0.000	0.032	23.8	64	16.6	24.4	0.00	227	1	99.6	10
06/08/25	8:20 a	22.9	23.0	22.9	93	21.8	0.0	---	0.00	0.0	---	22.9	24.4	24.4	26.1	754.4	0.00	0.0	108	1.55	114	0.7	0.04	0.8	0.000	0.032	23.8	64	16.6	24.4	0.00	225	1	98.7	10
06/08/25	8:30 a	23.0	23.0	22.9	93	21.8	0.0	---	0.00	0.0	---	23.0	24.5	24.5	26.6	754.4	0.00	0.0	134	1.92	206	1.0	0.05	1.3	0.000	0.032	23.8	61	15.8	24.3	0.00	226	1	99.1	10
06/08/25	8:40 a	23.1	23.2	23.0	93	21.9	0.0	---	0.00	0.0	---	23.1	24.6	24.6	28.4	754.3	0.00	0.0	239	3.43	345	1.5	0.08	1.7	0.000	0.033	23.6	61	15.6	24.1	0.00	225	1	98.7	10
06/08/25	8:50 a	23.2	23.3	23.2	93	22.0	0.0	---	0.00	0.0	---	23.2	24.7	24.7	27.2	754.3	0.00	0.0	170	2.44	446	1.5	0.08	2.4	0.000	0.034	23.6	62	15.9	24.2	0.00	232	1	100.0	10
06/08/25	9:00 a	23.3	23.4	23.2	93	22.1	0.0	---	0.00	0.0	---	23.3	24.9	24.9	29.5	754.3	0.00	0.0	314	4.50	385	2.0	0.11	2.7	0.000	0.035	23.7	62	16.0	24.2	0.10	227	1	99.6	10
06/08/25	9:10 a	23.5	23.6	23.4	93	22.3	0.0	---	0.00	0.0	---	23.5	25.2	25.2	28.7	754.5	0.00	0.0	242	3.47	278	1.7	0.09	1.8	0.000	0.036	23.8	62	16.1	24.3	0.00	229	1	100.0	10
06/08/25	9:20 a	23.6	23.6	23.6	93	22.4	0.0	---	0.00	0.0	---	23.6	25.3	25.3	27.9	754.6	0.00	0.0	194	2.78	234	1.5	0.08	1.7	0.000	0.036	23.8	63	16.4	24.4	0.00	232	1	100.0	10
06/08/25	9:30 a	23.6	23.6	23.5	93	22.4	0.4	SW	0.27	2.2	WNW	23.6	25.3	25.3	27.7	754.5	0.00	0.0	184	2.64	244	1.4	0.08	1.8	0.000	0.036	23.9	63	16.4	24.5	0.00	232	1	100.0	10
06/08/25	9:40 a	23.6	23.6	23.5	93	22.4	0.0	---	0.00	0.0	---	23.6	25.3	25.3	27.1	754.5	0.00	0.0	150	2.15	156	1.2	0.06	1.3	0.000	0.036	23.9	62	16.2	24.5	0.00	230	1	100.0	10
06/08/25	9:50 a	23.5	23.6	23.5	93	22.3	0.0	---	0.00	0.0	---	23.5	25.2	25.2	27.1	754.5	0.00	0.0	162	2.32	204	1.4	0.08	1.8	0.000	0.036	23.8	61	15.9	24.4	0.00	229	1	100.0	10
06/08/25	10:00 a	23.6	23.7	23.5	93	22.4	0.0	NNW	0.00	0.4	NNW	23.6	25.4	25.4	28.8	754.6	0.00	0.0	271	3.88	353	2.3	0.12	2.8	0.000	0.037	23.8	61	15.8	24.3	0.13	232	1	100.0	10
06/08/25	10:10 a	23.7	23.7	23.6	93	22.5	0.0	W	0.00	2.2	SW	23.7	25.5	25.5	29.7	754.5	0.00	0.0	348	4.99	381	2.9	0.16	3.0	0.000	0.037	23.8	62	16.1	24.4	0.00	233	1	100.0	10
06/08/25	10:20 a	23.7	23.8	23.7	93	22.5	0.0	NW	0.00	1.3	NNE	23.7	25.6	25.6	29.2	754.5	0.00	0.0	307	4.40	390	3.0	0.16	4.1	0.000	0.037	23.9	63	16.4	24.5	0.00	226	1	99.1	10
